,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1821,1895-08-01,16.076,0.267,Århus,Denmark,57.05N,10.33E
1822,1895-09-01,13.899000000000001,0.25,Århus,Denmark,57.05N,10.33E
1823,1895-10-01,6.846,0.6409999999999999,Århus,Denmark,57.05N,10.33E
1824,1895-11-01,4.05,0.313,Århus,Denmark,57.05N,10.33E
1825,1895-12-01,-0.017000000000000126,0.51,Århus,Denmark,57.05N,10.33E
1826,1896-01-01,0.605,0.51,Århus,Denmark,57.05N,10.33E
1827,1896-02-01,1.9970000000000003,0.4920000000000001,Århus,Denmark,57.05N,10.33E
1828,1896-03-01,2.975,0.446,Århus,Denmark,57.05N,10.33E
1829,1896-04-01,5.995,0.611,Århus,Denmark,57.05N,10.33E
1830,1896-05-01,11.797,0.398,Århus,Denmark,57.05N,10.33E
1831,1896-06-01,17.579,0.21,Århus,Denmark,57.05N,10.33E
1832,1896-07-01,18.06,0.314,Århus,Denmark,57.05N,10.33E
1833,1896-08-01,15.69,0.439,Århus,Denmark,57.05N,10.33E
1834,1896-09-01,12.883,0.41,Århus,Denmark,57.05N,10.33E
1835,1896-10-01,8.241999999999999,0.45,Århus,Denmark,57.05N,10.33E
1836,1896-11-01,2.8549999999999995,0.483,Århus,Denmark,57.05N,10.33E
1837,1896-12-01,-0.593,0.398,Århus,Denmark,57.05N,10.33E
1838,1897-01-01,-2.863,0.807,Århus,Denmark,57.05N,10.33E
1839,1897-02-01,-0.8069999999999999,0.836,Århus,Denmark,57.05N,10.33E
1840,1897-03-01,1.969,0.5589999999999999,Århus,Denmark,57.05N,10.33E
1841,1897-04-01,5.915,0.5579999999999999,Århus,Denmark,57.05N,10.33E
1842,1897-05-01,11.423,0.321,Århus,Denmark,57.05N,10.33E
1843,1897-06-01,16.158,0.293,Århus,Denmark,57.05N,10.33E
1844,1897-07-01,17.102999999999998,0.28600000000000003,Århus,Denmark,57.05N,10.33E
1845,1897-08-01,17.714000000000006,0.329,Århus,Denmark,57.05N,10.33E
1846,1897-09-01,12.482,0.405,Århus,Denmark,57.05N,10.33E
1847,1897-10-01,7.7159999999999975,0.464,Århus,Denmark,57.05N,10.33E
1848,1897-11-01,4.354,0.735,Århus,Denmark,57.05N,10.33E
1849,1897-12-01,1.973,0.499,Århus,Denmark,57.05N,10.33E
1850,1898-01-01,3.761,0.8240000000000001,Århus,Denmark,57.05N,10.33E
1851,1898-02-01,1.134,0.564,Århus,Denmark,57.05N,10.33E
1852,1898-03-01,1.4669999999999999,0.447,Århus,Denmark,57.05N,10.33E
1853,1898-04-01,5.045999999999999,0.561,Århus,Denmark,57.05N,10.33E
1854,1898-05-01,9.932,0.462,Århus,Denmark,57.05N,10.33E
1855,1898-06-01,14.712,0.313,Århus,Denmark,57.05N,10.33E
1856,1898-07-01,14.709000000000001,0.418,Århus,Denmark,57.05N,10.33E
1857,1898-08-01,15.553999999999998,0.5770000000000001,Århus,Denmark,57.05N,10.33E
1858,1898-09-01,12.99,0.208,Århus,Denmark,57.05N,10.33E
1859,1898-10-01,7.887,0.173,Århus,Denmark,57.05N,10.33E
1860,1898-11-01,4.694999999999999,0.472,Århus,Denmark,57.05N,10.33E
1861,1898-12-01,4.093999999999999,0.639,Århus,Denmark,57.05N,10.33E
1862,1899-01-01,1.001,0.7140000000000001,Århus,Denmark,57.05N,10.33E
1863,1899-02-01,1.5620000000000005,0.529,Århus,Denmark,57.05N,10.33E
1864,1899-03-01,1.709,0.395,Århus,Denmark,57.05N,10.33E
1865,1899-04-01,5.55,0.423,Århus,Denmark,57.05N,10.33E
1866,1899-05-01,10.635,0.349,Århus,Denmark,57.05N,10.33E
1867,1899-06-01,14.838,0.418,Århus,Denmark,57.05N,10.33E
1868,1899-07-01,18.667,0.35600000000000004,Århus,Denmark,57.05N,10.33E
1869,1899-08-01,16.183,0.477,Århus,Denmark,57.05N,10.33E
1870,1899-09-01,12.303,0.396,Århus,Denmark,57.05N,10.33E
1871,1899-10-01,8.307,0.402,Århus,Denmark,57.05N,10.33E
1872,1899-11-01,6.978,0.598,Århus,Denmark,57.05N,10.33E
1873,1899-12-01,-0.8970000000000002,0.502,Århus,Denmark,57.05N,10.33E
1874,1900-01-01,-0.9890000000000001,0.588,Århus,Denmark,57.05N,10.33E
1875,1900-02-01,-2.799,0.882,Århus,Denmark,57.05N,10.33E
1876,1900-03-01,0.5919999999999999,0.429,Århus,Denmark,57.05N,10.33E
1877,1900-04-01,4.63,0.417,Århus,Denmark,57.05N,10.33E
1878,1900-05-01,9.576,0.521,Århus,Denmark,57.05N,10.33E
1879,1900-06-01,15.888,0.5920000000000001,Århus,Denmark,57.05N,10.33E
1880,1900-07-01,16.988,0.706,Århus,Denmark,57.05N,10.33E
1881,1900-08-01,16.517,0.385,Århus,Denmark,57.05N,10.33E
1882,1900-09-01,12.984000000000002,0.481,Århus,Denmark,57.05N,10.33E
1883,1900-10-01,8.041,0.453,Århus,Denmark,57.05N,10.33E
1884,1900-11-01,4.29,0.358,Århus,Denmark,57.05N,10.33E
1885,1900-12-01,2.785,0.652,Århus,Denmark,57.05N,10.33E
1886,1901-01-01,-1.507,0.66,Århus,Denmark,57.05N,10.33E
1887,1901-02-01,-2.406,0.7829999999999999,Århus,Denmark,57.05N,10.33E
1888,1901-03-01,1.2239999999999998,0.285,Århus,Denmark,57.05N,10.33E
1889,1901-04-01,6.261,0.505,Århus,Denmark,57.05N,10.33E
1890,1901-05-01,12.181,0.438,Århus,Denmark,57.05N,10.33E
1891,1901-06-01,14.654000000000002,0.516,Århus,Denmark,57.05N,10.33E
1892,1901-07-01,19.669,0.495,Århus,Denmark,57.05N,10.33E
1893,1901-08-01,17.131,0.34700000000000003,Århus,Denmark,57.05N,10.33E
1894,1901-09-01,13.755,0.386,Århus,Denmark,57.05N,10.33E
1895,1901-10-01,10.053,0.43,Århus,Denmark,57.05N,10.33E
1896,1901-11-01,3.1630000000000003,0.5720000000000001,Århus,Denmark,57.05N,10.33E
1897,1901-12-01,0.3300000000000001,0.4,Århus,Denmark,57.05N,10.33E
1898,1902-01-01,2.5900000000000003,0.726,Århus,Denmark,57.05N,10.33E
1899,1902-02-01,-1.828,0.742,Århus,Denmark,57.05N,10.33E
1900,1902-03-01,2.106,0.308,Århus,Denmark,57.05N,10.33E
1901,1902-04-01,5.026,0.328,Århus,Denmark,57.05N,10.33E
1902,1902-05-01,8.502,0.32299999999999995,Århus,Denmark,57.05N,10.33E
1903,1902-06-01,14.713,0.52,Århus,Denmark,57.05N,10.33E
1904,1902-07-01,14.357000000000001,0.364,Århus,Denmark,57.05N,10.33E
1905,1902-08-01,13.346999999999998,0.486,Århus,Denmark,57.05N,10.33E
1906,1902-09-01,10.957,0.308,Århus,Denmark,57.05N,10.33E
1907,1902-10-01,7.032,0.521,Århus,Denmark,57.05N,10.33E
1908,1902-11-01,2.833,0.496,Århus,Denmark,57.05N,10.33E
1909,1902-12-01,-1.1230000000000002,0.7509999999999999,Århus,Denmark,57.05N,10.33E
1910,1903-01-01,-0.29300000000000004,0.78,Århus,Denmark,57.05N,10.33E
1911,1903-02-01,3.228,0.534,Århus,Denmark,57.05N,10.33E
1912,1903-03-01,4.859999999999999,0.342,Århus,Denmark,57.05N,10.33E
1913,1903-04-01,4.874,0.382,Århus,Denmark,57.05N,10.33E
1914,1903-05-01,11.589,0.462,Århus,Denmark,57.05N,10.33E
1915,1903-06-01,15.186,0.539,Århus,Denmark,57.05N,10.33E
1916,1903-07-01,15.958000000000002,0.474,Århus,Denmark,57.05N,10.33E
1917,1903-08-01,14.515999999999998,0.324,Århus,Denmark,57.05N,10.33E
1918,1903-09-01,12.743,0.34600000000000003,Århus,Denmark,57.05N,10.33E
1919,1903-10-01,7.404,0.622,Århus,Denmark,57.05N,10.33E
1920,1903-11-01,3.828,0.528,Århus,Denmark,57.05N,10.33E
1921,1903-12-01,0.07699999999999996,0.606,Århus,Denmark,57.05N,10.33E
1922,1904-01-01,0.6079999999999999,0.841,Århus,Denmark,57.05N,10.33E
1923,1904-02-01,-0.92,0.6459999999999999,Århus,Denmark,57.05N,10.33E
1924,1904-03-01,1.3019999999999998,0.275,Århus,Denmark,57.05N,10.33E
1925,1904-04-01,6.182,0.268,Århus,Denmark,57.05N,10.33E
1926,1904-05-01,10.11,0.457,Århus,Denmark,57.05N,10.33E
1927,1904-06-01,14.348,0.386,Århus,Denmark,57.05N,10.33E
1928,1904-07-01,16.438000000000002,0.389,Århus,Denmark,57.05N,10.33E
1929,1904-08-01,15.752,0.463,Århus,Denmark,57.05N,10.33E
1930,1904-09-01,12.597,0.302,Århus,Denmark,57.05N,10.33E
1931,1904-10-01,8.366,0.334,Århus,Denmark,57.05N,10.33E
1932,1904-11-01,3.932,0.455,Århus,Denmark,57.05N,10.33E
1933,1904-12-01,2.21,0.387,Århus,Denmark,57.05N,10.33E
1934,1905-01-01,0.366,0.728,Århus,Denmark,57.05N,10.33E
1935,1905-02-01,1.7880000000000005,0.461,Århus,Denmark,57.05N,10.33E
1936,1905-03-01,3.197,0.322,Århus,Denmark,57.05N,10.33E
1937,1905-04-01,4.207,0.299,Århus,Denmark,57.05N,10.33E
1938,1905-05-01,11.297,0.426,Århus,Denmark,57.05N,10.33E
1939,1905-06-01,16.879,0.322,Århus,Denmark,57.05N,10.33E
1940,1905-07-01,17.417,0.228,Århus,Denmark,57.05N,10.33E
1941,1905-08-01,15.445999999999998,0.349,Århus,Denmark,57.05N,10.33E
1942,1905-09-01,12.367,0.315,Århus,Denmark,57.05N,10.33E
1943,1905-10-01,5.3370000000000015,0.632,Århus,Denmark,57.05N,10.33E
1944,1905-11-01,3.2059999999999995,0.397,Århus,Denmark,57.05N,10.33E
1945,1905-12-01,2.2,0.471,Århus,Denmark,57.05N,10.33E
1946,1906-01-01,1.125,0.585,Århus,Denmark,57.05N,10.33E
1947,1906-02-01,0.91,0.417,Århus,Denmark,57.05N,10.33E
1948,1906-03-01,2.051,0.435,Århus,Denmark,57.05N,10.33E
1949,1906-04-01,6.407,0.34600000000000003,Århus,Denmark,57.05N,10.33E
1950,1906-05-01,11.831,0.639,Århus,Denmark,57.05N,10.33E
1951,1906-06-01,15.975,0.6779999999999999,Århus,Denmark,57.05N,10.33E
1952,1906-07-01,16.155,0.31,Århus,Denmark,57.05N,10.33E
1953,1906-08-01,15.914,0.537,Århus,Denmark,57.05N,10.33E
1954,1906-09-01,13.175,0.297,Århus,Denmark,57.05N,10.33E
1955,1906-10-01,8.935,0.35600000000000004,Århus,Denmark,57.05N,10.33E
1956,1906-11-01,6.569,0.327,Århus,Denmark,57.05N,10.33E
1957,1906-12-01,-0.29899999999999993,0.8240000000000001,Århus,Denmark,57.05N,10.33E
1958,1907-01-01,-0.09400000000000004,0.602,Århus,Denmark,57.05N,10.33E
1959,1907-02-01,-0.337,0.495,Århus,Denmark,57.05N,10.33E
1960,1907-03-01,2.7460000000000004,0.165,Århus,Denmark,57.05N,10.33E
1961,1907-04-01,5.559,0.32,Århus,Denmark,57.05N,10.33E
1962,1907-05-01,10.148,0.365,Århus,Denmark,57.05N,10.33E
1963,1907-06-01,13.032,0.306,Århus,Denmark,57.05N,10.33E
1964,1907-07-01,14.863,0.445,Århus,Denmark,57.05N,10.33E
1965,1907-08-01,13.685,0.273,Århus,Denmark,57.05N,10.33E
1966,1907-09-01,11.924,0.287,Århus,Denmark,57.05N,10.33E
1967,1907-10-01,10.982,0.391,Århus,Denmark,57.05N,10.33E
1968,1907-11-01,4.308,0.601,Århus,Denmark,57.05N,10.33E
1969,1907-12-01,0.46,0.481,Århus,Denmark,57.05N,10.33E
1970,1908-01-01,0.9489999999999998,0.8240000000000001,Århus,Denmark,57.05N,10.33E
1971,1908-02-01,2.4,0.594,Århus,Denmark,57.05N,10.33E
1972,1908-03-01,0.985,0.307,Århus,Denmark,57.05N,10.33E
1973,1908-04-01,4.96,0.213,Århus,Denmark,57.05N,10.33E
1974,1908-05-01,10.087,0.355,Århus,Denmark,57.05N,10.33E
1975,1908-06-01,15.127,0.359,Århus,Denmark,57.05N,10.33E
1976,1908-07-01,17.36,0.34600000000000003,Århus,Denmark,57.05N,10.33E
1977,1908-08-01,15.651,0.409,Århus,Denmark,57.05N,10.33E
1978,1908-09-01,12.562,0.35,Århus,Denmark,57.05N,10.33E
1979,1908-10-01,9.067,0.425,Århus,Denmark,57.05N,10.33E
1980,1908-11-01,3.0439999999999996,0.4970000000000001,Århus,Denmark,57.05N,10.33E
1981,1908-12-01,1.368,0.685,Århus,Denmark,57.05N,10.33E
1982,1909-01-01,0.7789999999999999,0.595,Århus,Denmark,57.05N,10.33E
1983,1909-02-01,-1.065,0.6729999999999999,Århus,Denmark,57.05N,10.33E
1984,1909-03-01,-0.476,0.23,Århus,Denmark,57.05N,10.33E
1985,1909-04-01,4.382,0.519,Århus,Denmark,57.05N,10.33E
1986,1909-05-01,8.707,0.31,Århus,Denmark,57.05N,10.33E
1987,1909-06-01,13.788,0.321,Århus,Denmark,57.05N,10.33E
1988,1909-07-01,15.051000000000002,0.37,Århus,Denmark,57.05N,10.33E
1989,1909-08-01,15.097999999999999,0.469,Århus,Denmark,57.05N,10.33E
1990,1909-09-01,12.388,0.287,Århus,Denmark,57.05N,10.33E
1991,1909-10-01,10.451,0.527,Århus,Denmark,57.05N,10.33E
1992,1909-11-01,2.468,0.457,Århus,Denmark,57.05N,10.33E
1993,1909-12-01,0.967,0.4270000000000001,Århus,Denmark,57.05N,10.33E
1994,1910-01-01,0.7629999999999999,0.502,Århus,Denmark,57.05N,10.33E
1995,1910-02-01,1.861,0.563,Århus,Denmark,57.05N,10.33E
1996,1910-03-01,3.867,0.3,Århus,Denmark,57.05N,10.33E
1997,1910-04-01,6.545,0.322,Århus,Denmark,57.05N,10.33E
1998,1910-05-01,12.338,0.391,Århus,Denmark,57.05N,10.33E
1999,1910-06-01,16.715999999999998,0.241,Århus,Denmark,57.05N,10.33E
2000,1910-07-01,17.169,0.443,Århus,Denmark,57.05N,10.33E
2001,1910-08-01,16.509999999999998,0.306,Århus,Denmark,57.05N,10.33E
2002,1910-09-01,13.294,0.284,Århus,Denmark,57.05N,10.33E
2003,1910-10-01,8.874,0.407,Århus,Denmark,57.05N,10.33E
2004,1910-11-01,2.36,0.303,Århus,Denmark,57.05N,10.33E
2005,1910-12-01,2.208,0.354,Århus,Denmark,57.05N,10.33E
2006,1911-01-01,1.493,0.433,Århus,Denmark,57.05N,10.33E
2007,1911-02-01,1.834,0.273,Århus,Denmark,57.05N,10.33E
2008,1911-03-01,2.824,0.334,Århus,Denmark,57.05N,10.33E
2009,1911-04-01,6.1579999999999995,0.35100000000000003,Århus,Denmark,57.05N,10.33E
2010,1911-05-01,13.201,0.428,Århus,Denmark,57.05N,10.33E
2011,1911-06-01,14.963,0.403,Århus,Denmark,57.05N,10.33E
2012,1911-07-01,17.026,0.454,Århus,Denmark,57.05N,10.33E
2013,1911-08-01,17.979,0.247,Århus,Denmark,57.05N,10.33E
2014,1911-09-01,13.787,0.395,Århus,Denmark,57.05N,10.33E
2015,1911-10-01,7.455999999999999,0.231,Århus,Denmark,57.05N,10.33E
2016,1911-11-01,4.746,0.523,Århus,Denmark,57.05N,10.33E
2017,1911-12-01,2.747,0.408,Århus,Denmark,57.05N,10.33E
2018,1912-01-01,-2.277,0.823,Århus,Denmark,57.05N,10.33E
2019,1912-02-01,-1.1320000000000001,0.5660000000000001,Århus,Denmark,57.05N,10.33E
2020,1912-03-01,4.011,0.341,Århus,Denmark,57.05N,10.33E
2021,1912-04-01,5.956,0.293,Århus,Denmark,57.05N,10.33E
2022,1912-05-01,10.175,0.434,Århus,Denmark,57.05N,10.33E
2023,1912-06-01,14.636,0.276,Århus,Denmark,57.05N,10.33E
2024,1912-07-01,18.409000000000002,0.27,Århus,Denmark,57.05N,10.33E
2025,1912-08-01,15.162,0.233,Århus,Denmark,57.05N,10.33E
2026,1912-09-01,10.867,0.495,Århus,Denmark,57.05N,10.33E
2027,1912-10-01,7.303,0.395,Århus,Denmark,57.05N,10.33E
2028,1912-11-01,3.585,0.191,Århus,Denmark,57.05N,10.33E
2029,1912-12-01,4.0360000000000005,0.234,Århus,Denmark,57.05N,10.33E
2030,1913-01-01,-0.30200000000000005,0.359,Århus,Denmark,57.05N,10.33E
2031,1913-02-01,2.079,0.429,Århus,Denmark,57.05N,10.33E
2032,1913-03-01,4.295999999999999,0.255,Århus,Denmark,57.05N,10.33E
2033,1913-04-01,6.858,0.302,Århus,Denmark,57.05N,10.33E
2034,1913-05-01,11.533,0.348,Århus,Denmark,57.05N,10.33E
2035,1913-06-01,14.611,0.235,Århus,Denmark,57.05N,10.33E
2036,1913-07-01,16.480999999999998,0.398,Århus,Denmark,57.05N,10.33E
2037,1913-08-01,15.252,0.414,Århus,Denmark,57.05N,10.33E
2038,1913-09-01,12.98,0.366,Århus,Denmark,57.05N,10.33E
2039,1913-10-01,8.486,0.335,Århus,Denmark,57.05N,10.33E
2040,1913-11-01,6.827999999999999,0.34700000000000003,Århus,Denmark,57.05N,10.33E
2041,1913-12-01,2.543,0.44,Århus,Denmark,57.05N,10.33E
2042,1914-01-01,-0.34700000000000003,0.508,Århus,Denmark,57.05N,10.33E
2043,1914-02-01,3.862000000000001,0.282,Århus,Denmark,57.05N,10.33E
2044,1914-03-01,3.055,0.321,Århus,Denmark,57.05N,10.33E
2045,1914-04-01,7.907,0.309,Århus,Denmark,57.05N,10.33E
2046,1914-05-01,10.716,0.37,Århus,Denmark,57.05N,10.33E
2047,1914-06-01,15.91,0.202,Århus,Denmark,57.05N,10.33E
2048,1914-07-01,19.533,0.332,Århus,Denmark,57.05N,10.33E
2049,1914-08-01,17.418,0.239,Århus,Denmark,57.05N,10.33E
2050,1914-09-01,13.282,0.378,Århus,Denmark,57.05N,10.33E
2051,1914-10-01,8.0,0.342,Århus,Denmark,57.05N,10.33E
2052,1914-11-01,3.633,0.383,Århus,Denmark,57.05N,10.33E
2053,1914-12-01,3.055,0.423,Århus,Denmark,57.05N,10.33E
2054,1915-01-01,-0.914,0.311,Århus,Denmark,57.05N,10.33E
2055,1915-02-01,0.5429999999999999,0.695,Århus,Denmark,57.05N,10.33E
2056,1915-03-01,0.508,0.511,Århus,Denmark,57.05N,10.33E
2057,1915-04-01,6.047999999999999,0.35,Århus,Denmark,57.05N,10.33E
2058,1915-05-01,10.099,0.43,Århus,Denmark,57.05N,10.33E
2059,1915-06-01,14.243,0.3,Århus,Denmark,57.05N,10.33E
2060,1915-07-01,15.36,0.362,Århus,Denmark,57.05N,10.33E
2061,1915-08-01,15.666999999999998,0.401,Århus,Denmark,57.05N,10.33E
2062,1915-09-01,12.149000000000001,0.4270000000000001,Århus,Denmark,57.05N,10.33E
2063,1915-10-01,6.0710000000000015,0.31,Århus,Denmark,57.05N,10.33E
2064,1915-11-01,2.094,0.324,Århus,Denmark,57.05N,10.33E
2065,1915-12-01,-1.83,0.53,Århus,Denmark,57.05N,10.33E
2066,1916-01-01,2.877,0.465,Århus,Denmark,57.05N,10.33E
2067,1916-02-01,0.481,0.535,Århus,Denmark,57.05N,10.33E
2068,1916-03-01,0.258,0.662,Århus,Denmark,57.05N,10.33E
2069,1916-04-01,6.564,0.415,Århus,Denmark,57.05N,10.33E
2070,1916-05-01,11.009,0.335,Århus,Denmark,57.05N,10.33E
2071,1916-06-01,12.773,0.266,Århus,Denmark,57.05N,10.33E
2072,1916-07-01,16.695,0.242,Århus,Denmark,57.05N,10.33E
2073,1916-08-01,15.151,0.366,Århus,Denmark,57.05N,10.33E
2074,1916-09-01,11.747,0.244,Århus,Denmark,57.05N,10.33E
2075,1916-10-01,7.425,0.226,Århus,Denmark,57.05N,10.33E
2076,1916-11-01,5.6839999999999975,0.293,Århus,Denmark,57.05N,10.33E
2077,1916-12-01,1.485,0.586,Århus,Denmark,57.05N,10.33E
2078,1917-01-01,-3.518,0.726,Århus,Denmark,57.05N,10.33E
2079,1917-02-01,-1.346,0.391,Århus,Denmark,57.05N,10.33E
2080,1917-03-01,-1.3940000000000001,0.324,Århus,Denmark,57.05N,10.33E
2081,1917-04-01,3.676,0.26,Århus,Denmark,57.05N,10.33E
2082,1917-05-01,10.876,0.44,Århus,Denmark,57.05N,10.33E
2083,1917-06-01,16.979,0.753,Århus,Denmark,57.05N,10.33E
2084,1917-07-01,16.932000000000002,0.496,Århus,Denmark,57.05N,10.33E
2085,1917-08-01,17.421,0.5820000000000001,Århus,Denmark,57.05N,10.33E
2086,1917-09-01,13.736,0.391,Århus,Denmark,57.05N,10.33E
2087,1917-10-01,7.689999999999999,0.17800000000000002,Århus,Denmark,57.05N,10.33E
2088,1917-11-01,5.379,0.421,Århus,Denmark,57.05N,10.33E
2089,1917-12-01,0.2849999999999999,0.327,Århus,Denmark,57.05N,10.33E
2090,1918-01-01,-1.036,0.35200000000000004,Århus,Denmark,57.05N,10.33E
2091,1918-02-01,0.7679999999999999,0.306,Århus,Denmark,57.05N,10.33E
2092,1918-03-01,2.1919999999999997,0.485,Århus,Denmark,57.05N,10.33E
2093,1918-04-01,6.481,0.396,Århus,Denmark,57.05N,10.33E
2094,1918-05-01,12.244000000000002,0.431,Århus,Denmark,57.05N,10.33E
2095,1918-06-01,13.181,0.253,Århus,Denmark,57.05N,10.33E
2096,1918-07-01,16.14,0.404,Århus,Denmark,57.05N,10.33E
2097,1918-08-01,16.122,0.31,Århus,Denmark,57.05N,10.33E
2098,1918-09-01,11.674,0.304,Århus,Denmark,57.05N,10.33E
2099,1918-10-01,9.294,0.303,Århus,Denmark,57.05N,10.33E
2100,1918-11-01,4.553999999999999,0.467,Århus,Denmark,57.05N,10.33E
2101,1918-12-01,2.011,0.334,Århus,Denmark,57.05N,10.33E
2102,1919-01-01,0.8219999999999998,0.483,Århus,Denmark,57.05N,10.33E
2103,1919-02-01,-1.624,0.462,Århus,Denmark,57.05N,10.33E
2104,1919-03-01,1.0539999999999998,0.337,Århus,Denmark,57.05N,10.33E
2105,1919-04-01,5.8020000000000005,0.6,Århus,Denmark,57.05N,10.33E
2106,1919-05-01,12.341,0.438,Århus,Denmark,57.05N,10.33E
2107,1919-06-01,14.101,0.208,Århus,Denmark,57.05N,10.33E
2108,1919-07-01,16.315,0.493,Århus,Denmark,57.05N,10.33E
2109,1919-08-01,14.259,0.35600000000000004,Århus,Denmark,57.05N,10.33E
2110,1919-09-01,13.130999999999998,0.285,Århus,Denmark,57.05N,10.33E
2111,1919-10-01,6.807,0.26,Århus,Denmark,57.05N,10.33E
2112,1919-11-01,0.10599999999999987,0.339,Århus,Denmark,57.05N,10.33E
2113,1919-12-01,-0.8580000000000001,0.3720000000000001,Århus,Denmark,57.05N,10.33E
2114,1920-01-01,0.16099999999999998,0.506,Århus,Denmark,57.05N,10.33E
2115,1920-02-01,2.8600000000000003,0.436,Århus,Denmark,57.05N,10.33E
2116,1920-03-01,4.99,0.462,Århus,Denmark,57.05N,10.33E
2117,1920-04-01,6.9979999999999976,0.7040000000000001,Århus,Denmark,57.05N,10.33E
2118,1920-05-01,11.545,0.404,Århus,Denmark,57.05N,10.33E
2119,1920-06-01,15.224,0.359,Århus,Denmark,57.05N,10.33E
2120,1920-07-01,16.87,0.378,Århus,Denmark,57.05N,10.33E
2121,1920-08-01,15.134,0.273,Århus,Denmark,57.05N,10.33E
2122,1920-09-01,12.769,0.189,Århus,Denmark,57.05N,10.33E
2123,1920-10-01,6.44,0.28,Århus,Denmark,57.05N,10.33E
2124,1920-11-01,4.387,0.528,Århus,Denmark,57.05N,10.33E
2125,1920-12-01,0.9259999999999999,0.551,Århus,Denmark,57.05N,10.33E
2126,1921-01-01,2.4090000000000003,0.43,Århus,Denmark,57.05N,10.33E
2127,1921-02-01,1.995,0.4370000000000001,Århus,Denmark,57.05N,10.33E
2128,1921-03-01,5.295,0.332,Århus,Denmark,57.05N,10.33E
2129,1921-04-01,8.332,0.456,Århus,Denmark,57.05N,10.33E
2130,1921-05-01,12.552,0.423,Århus,Denmark,57.05N,10.33E
2131,1921-06-01,14.238,0.5539999999999999,Århus,Denmark,57.05N,10.33E
2132,1921-07-01,16.154,0.448,Århus,Denmark,57.05N,10.33E
2133,1921-08-01,15.328,0.393,Århus,Denmark,57.05N,10.33E
2134,1921-09-01,12.137,0.24,Århus,Denmark,57.05N,10.33E
2135,1921-10-01,9.589,0.209,Århus,Denmark,57.05N,10.33E
2136,1921-11-01,1.173,0.207,Århus,Denmark,57.05N,10.33E
2137,1921-12-01,2.246,0.519,Århus,Denmark,57.05N,10.33E
2138,1922-01-01,-1.608,0.524,Århus,Denmark,57.05N,10.33E
2139,1922-02-01,-2.057,0.412,Århus,Denmark,57.05N,10.33E
2140,1922-03-01,1.774,0.345,Århus,Denmark,57.05N,10.33E
2141,1922-04-01,4.246,0.345,Århus,Denmark,57.05N,10.33E
2142,1922-05-01,10.524000000000001,0.494,Århus,Denmark,57.05N,10.33E
2143,1922-06-01,13.665,0.306,Århus,Denmark,57.05N,10.33E
2144,1922-07-01,15.233,0.268,Århus,Denmark,57.05N,10.33E
2145,1922-08-01,14.669,0.324,Århus,Denmark,57.05N,10.33E
2146,1922-09-01,11.755999999999998,0.363,Århus,Denmark,57.05N,10.33E
2147,1922-10-01,5.772,0.465,Århus,Denmark,57.05N,10.33E
2148,1922-11-01,3.698,0.51,Århus,Denmark,57.05N,10.33E
2149,1922-12-01,2.927,0.338,Århus,Denmark,57.05N,10.33E
2150,1923-01-01,2.6210000000000004,0.4370000000000001,Århus,Denmark,57.05N,10.33E
2151,1923-02-01,-1.237,0.324,Århus,Denmark,57.05N,10.33E
2152,1923-03-01,2.562,0.956,Århus,Denmark,57.05N,10.33E
2153,1923-04-01,4.5680000000000005,0.307,Århus,Denmark,57.05N,10.33E
2154,1923-05-01,9.109,0.156,Århus,Denmark,57.05N,10.33E
2155,1923-06-01,11.443,0.226,Århus,Denmark,57.05N,10.33E
2156,1923-07-01,16.826,0.389,Århus,Denmark,57.05N,10.33E
2157,1923-08-01,14.37,0.303,Århus,Denmark,57.05N,10.33E
2158,1923-09-01,12.272,0.162,Århus,Denmark,57.05N,10.33E
2159,1923-10-01,9.219,0.244,Århus,Denmark,57.05N,10.33E
2160,1923-11-01,2.555,0.409,Århus,Denmark,57.05N,10.33E
2161,1923-12-01,-1.6350000000000002,0.5,Århus,Denmark,57.05N,10.33E
2162,1924-01-01,-1.798,0.755,Århus,Denmark,57.05N,10.33E
2163,1924-02-01,-1.7919999999999998,0.312,Århus,Denmark,57.05N,10.33E
2164,1924-03-01,-0.5110000000000001,0.361,Århus,Denmark,57.05N,10.33E
2165,1924-04-01,3.798,0.35,Århus,Denmark,57.05N,10.33E
2166,1924-05-01,9.864,0.439,Århus,Denmark,57.05N,10.33E
2167,1924-06-01,13.723,0.409,Århus,Denmark,57.05N,10.33E
2168,1924-07-01,15.462000000000002,0.381,Århus,Denmark,57.05N,10.33E
2169,1924-08-01,15.874,0.381,Århus,Denmark,57.05N,10.33E
2170,1924-09-01,13.689,0.193,Århus,Denmark,57.05N,10.33E
2171,1924-10-01,9.285,0.307,Århus,Denmark,57.05N,10.33E
2172,1924-11-01,5.1720000000000015,0.307,Århus,Denmark,57.05N,10.33E
2173,1924-12-01,3.723,0.35100000000000003,Århus,Denmark,57.05N,10.33E
2174,1925-01-01,3.3760000000000003,0.5870000000000001,Århus,Denmark,57.05N,10.33E
2175,1925-02-01,2.987,0.513,Århus,Denmark,57.05N,10.33E
2176,1925-03-01,1.2919999999999998,0.303,Århus,Denmark,57.05N,10.33E
2177,1925-04-01,6.84,0.22,Århus,Denmark,57.05N,10.33E
2178,1925-05-01,12.132,0.71,Århus,Denmark,57.05N,10.33E
